,Description,Type,location,City,price,bedroom,bathroom,floor_area
562,"Studio Type Room for Rent in Sampaloc, Manila",Room,Sampaloc,Manila,22000,1,1,0
563,Condo Sharing - LF 1 female student housemate at Victoria de Manila,Condo,Malate,Manila,4800,1,1,0
564,New Condo Unit in Manila for Male Bedspace,Bedspace,Tondo,Manila,4000,1,1,0
565,Affordable Staff Accommodation Apartment for Rent in Santa Mesa Manila,Apartment,Santa Mesa,Manila,25000,1,1,0
566,Victoria De Manila - Room for Rent in Malate,Room,Malate,Manila,12000,1,1,0
567,Female Bedspace for Rent 4800 only near robinson malate,Bedspace,Malate,Manila,4800,1,1,0
568,room apartment for rent hermosa tondo manila walking distance to lrt abad santos,Apartment,Tondo,Manila,6000,1,1,0
569,Ladies Bedspace for Rent near Mendiola,Bedspace,Tondo,Manila,3650,1,1,0
570,"Studio type very near Bambang LRT station, near UST",Apartment,Santa Cruz,Manila,8500,1,1,0
571,"Lady Bedspace for Rent at Malate, Manila",Bedspace,Malate,Manila,4800,1,1,0
572,"Female Bedspace for Rent, Manila",Bedspace,Santa Mesa,Manila,3750,1,1,0
573,"Room For Rent in Sampaloc Manila P3,000",Room,Sampaloc,Manila,3000,1,1,0
574,"Fully Furnished Room for Rent with Free WiFi in Sampaloc, Manila",Room,Sampaloc,Manila,15000,1,1,0
575,Female Bedspace for Rent in Malate near Robinson Malate and PGH,Bedspace,Malate,Manila,4800,1,1,0
576,Bedspace for Rent only 4800 per month in victoria de manila,Bedspace,Malate,Manila,4800,1,1,0
577,"Bedspace in Casa Regina Ladies Dormitory for Rent, Manila",Bedspace,Sampaloc,Manila,4950,1,1,0
578,Lady Bedspace for Rent in Manila,Bedspace,Santa Cruz,Manila,3150,1,1,0
579,Female bedspacer in Manila,Bedspace,Malate,Manila,4800,2,1,8
580,2BR Condo rent in Manila Rivercity,Condo,Santa Ana,Manila,15000,2,1,30
581,"Properties for Rent at Lardizabal St., Brgy. Sampaloc, Manila",Properties,Sampaloc,Manila,10000,2,1,30
582,2br 1br studio for rent sta ana manila with parking,Apartment,Santa Ana,Manila,14500,2,1,40
583,"Apartment for Rent 630 H. Ventura St., Brgy. 547, Sampaloc, Manila",Apartment,Sampaloc,Manila,7500,2,1,40
584,"For Rent , Price Per Head Bedroom",Room,Malate,Manila,6500,2,1,40
585,Apartment Boarding House Mendiola Nagtahan Pureza Santa Mesa,Apartment,Santa Mesa,Manila,9900,2,1,40
586,"LADIES Bed space Torre Lorenzo for Rent, Room for Rent Manila, Rentals Manila",Room,Malate,Manila,5000,2,1,40
587,"LADIES Bed space Torre Lorenzo for Rent, Room for Rent Manila, Rentals Manila",Room,Malate,Manila,5000,2,1,40
588,"Apartment Unit for Lease In 1179 Padre Algue Street Tondo, Manila, Metro Manila",Apartment,Tondo,Manila,17000,2,1,41
589,2 bedroom Unit for Rent near St Scho and DLSU Taft Vito Cruz,Room,Malate,Manila,13500,2,1,45
590,"apartment for lease in padre algue street, tondo manila",Apartment,Tondo,Manila,16000,2,1,45
591,Secured 2-Bedroom Apartment in Peaceful Area of Gagalangin Tondo For Rent,Apartment,Tondo,Manila,10500,2,1,48
592,2 Bedroom Apartment For Rent in Sampaloc,Apartment,Sampaloc,Manila,16000,2,1,50
593,2 br apartment near ust manila for rent,Apartment,Sampaloc,Manila,18000,2,1,55
594,Tejeron santa ana 2 bedroom apartment for rent,Apartment,Santa Ana,Manila,16000,2,1,60
595,Residential in Binondo for Rent,Residential,Binondo,Manila,25000,2,1,80
596,For Rent Santa Ana Manila Tejeron 2 Bedroom 80sqm no parking,Room,Santa Ana,Manila,16000,2,1,80
597,Apartment For Rent (avail anytime) in 2866 E Aurora Blvd Sta Cruz Manila,Apartment,Santa Cruz,Manila,8000,2,1,95
598,apartment for rent (available on 15-oct-20),Apartment,Santa Cruz,Manila,7500,2,1,95
599,Sampaloc Room for rent near U-belt area,Room,Sampaloc,Manila,5000,2,1,0
600,2 BR apartment near UST,Apartment,Sampaloc,Manila,16000,2,1,0
601,2-Bedroom Apartment for rent,Apartment,Sampaloc,Manila,18000,2,1,0
602,Bedspace in sta mesa near sm,Bedspace,Santa Mesa,Manila,3000,2,1,0
603,Bedspace in sta mesa near sm,Bedspace,Santa Mesa,Manila,3000,2,1,0
604,"3 Bedroom Apartment in Sta. Mesa, Manila",Apartment,Santa Mesa,Manila,29800,3,1,84
605,Forbes Hall - Professional Dormitory for Employees,Dormitory,Sampaloc,Manila,4000,4,1,15
606,"Ladies Dormitory/Apartment @ University Belt, San Miguel Manila",Apartment,San Miguel,Manila,3000,1,2,15
607,"Room For Rent Along Sampaloc, Manila !!! Junior Suite - 25 Sqm (Good For 4 Pax)",Room,Sampaloc,Manila,17800,1,2,25
608,"Room for Rent w/ 2 Rest Room near at SM Hypermarket, School, Hospital",Room,Santa Mesa,Manila,3500,2,2,20
609,"Bedspace for rent with Aircon in Paco, Manila, Metro Manila",Bedspace,Paco,Manila,3500,2,2,40
610,Budget all-Inclusive Ladies Bedspace In U-belt Manila near UST Espana,Bedspace,Sampaloc,Manila,7000,2,2,50
611,Budget all-Inclusive Ladies Bedspace In U-belt Manila near UST Espana,Bedspace,Sampaloc,Manila,7000,2,2,50
612,"2 bedroom apartment unit for rent in Ermita, Manila, Metro Manila",Apartment,Ermita,Manila,20000,2,2,60
613,Bedspace available for Working Ladies in Malate Quirino Train Station,Bedspace,Malate,Manila,3200,2,2,70
614,Bedspace for Girls Available,Bedspace,Santa Mesa,Manila,5000,2,2,90
615,"Bedspacer Condo , Small Condo Room , Transient",Bedspace,Malate,Manila,4800,2,2,0
616,2 rooms for rent at 2100 Simoun Crisostomo Sampaloc Manila,Room,Sampaloc,Manila,4000,2,2,0
617,Bedspace in Manila (female only),Bedspace,San Andres,Manila,2000,2,2,0
618,Cozy Bedspace at Isabelle de Hidalgo Condo Quiapo Manila,Bedspace,Quiapo,Manila,4000,3,2,60
619,Bedspace for Rent Daily/Monthly in Victoria de Manila 1,Bedspace,Malate,Manila,4800,3,2,68
620,6 Bedspace room in 1239 Unistar Bldg. T. San Luis St. Brgy. 847  Pandacan Manila,Bedspace,Pandacan,Manila,3500,2,3,45
621,"Apartment for rent in Malate, Manila, Metro Manila",Apartment,Malate,Manila,9000,3,3,40
622,Male Bedspace Manila near LRT Vito Cruz,Bedspace,Malate,Manila,3000,3,3,120
624,"Fully Air conditioned Bedspacer for rent, Quiapo, Manila, Metro Manila",Bedspace,Quiapo,Manila,10000,4,4,74
625,Ladies Dormitory in manila for rent,Dormitory,Sampaloc,Manila,2500,9,5,100
626,"Affordable Condo Bedspace in Pedro Gil Manila 3,600 w/ No deosit with Pool and Gym",Bedspace,Paco,Manila,3500,6,6,34
628,"Lady Bedspace for rent near PUP and EARIST, Santa Mesa, Manila City",Bedspace,Santa Mesa,Manila,2000,9,7,0
629,Affordable BedSpace near Pureza LRT,Bedspace,Santa Mesa,Manila,3750,12,8,300
630,"40+ Bedrooms | Bedspace For Rent in Malate, Manila",Bedspace,Malate,Manila,2600,40,20,0
631,19 regular rooms and 1 big room,Room,Sampaloc,Manila,12000,20,22,0
634,For Rent Female Bedspace in Victoria de Manila Fully Furnished 4800 -AC,Bedspace,Malate,Manila,4800,1,0,44
635,Bedspace Manila near Taft Avenue,Bedspace,Malate,Manila,2400,1,0,0
636,"For Rent: Bedspace (4 Persons Per Room) in Victoria De Manila, Malate, Manila",Bedspace,Malate,Manila,6000,1,0,0
637,Room for Rent,Room,Tondo,Manila,7000,1,0,0
638,Female Bedspace For Rent near Robinsons Malate,Bedspace,Malate,Manila,4800,1,0,0
639,"For Rent Bedspace in St.Clare Homes Building, Sampaloc Manila",Building,Sampaloc,Manila,5000,1,0,0
640,Lady Bedspacing Unit La salle Taft For Rent,Condo,Malate,Manila,4000,1,0,0
641,Bed Space (Lady) Room for Rent Espana Sampaloc Manila,Room,Sampaloc,Manila,3000,1,0,0
642,"Bedspace/Roomsharing in Blumentritt, Santa Cruz, Manila",Bedspace,Santa Cruz,Manila,3500,1,0,0
643,Female Bedspace in Malate Manila for rent,Bedspace,Malate,Manila,2000,1,0,0
644,Urban Deca Homes Manila 2-Bedroom Condo Sharing,Room,Tondo,Manila,12000,2,0,30
645,"For rent: 3 rooms at E. Quintos St., near Dapitan, Manila",Room,Sampaloc,Manila,8500,3,0,0
646,6 Room Apartment Unit for rent in Santa Cruz Manila,Apartment,Santa Cruz,Manila,25000,6,0,200
647,"Condo For Rent at Manila, Metro Manila",Condo,Malate,Manila,2500,10,0,0
648,"Dormitory / Bedspacer across National University, Sampaloc, Manila near University Be...",Bedspace,Sampaloc,Manila,3000,21,0,0
649,Safe and Well-maintained Bedspace for male and female,Bedspace,Paco,Manila,3500,28,0,0
650,Affordable Staff Housing Units for Rent in Sampaloc Manila,Condo,Sampaloc,Manila,4999,100,0,0
651,"Studio Type Fully Furnished - PHP 7,500 near Ateneo and Riverbanks",Apartment,Barangka,Marikina,7500,1,1,15
652,Marikina Studios For Rent,Apartment,Barangka,Marikina,8500,1,1,15
653,For Rent: Room Studio Type with Aircon,Room,Malanday,Marikina,6000,1,1,25
654,2 Floor Apartment with 1 Bedroom,Apartment,Santo Niño,Marikina,12500,1,1,25
655,"2 Bedroom Unit for Rent in Rickatelo Homes, Marikina City",Room,Barangka,Marikina,14000,2,1,50
656,"2 Bedroom Apartment, Marikina City",Apartment,Concepcion Dos,Marikina,12000,2,1,75
657,Lady Bedspacer and Boarding House,Bedspace,San Roque,Marikina,2000,1,2,40
658,Apartment Studios for Rent in Alabang Adjacent to Northgate Cyberzone,Apartment,Cupang,Muntinlupa,8500,1,1,17
659,"Female Condo Bed Space in Sucat, Muntinlupa",Condo,Sucat,Muntinlupa,3300,1,1,20
660,"For Rent 1BR Apartment near Muntinlupa SM, Lyceum, Hall of Justice, Pepsi, LTO",Apartment,Tunasan,Muntinlupa,6500,1,1,23
661,"Anuva Residences - Brand New 4 bed-Sharing Unit in Alabang, Muntinlupa",Condo,Cupang,Muntinlupa,18000,1,1,24
662,Male Bedspace at Campville near Alabang with Free water and wifi,Bedspace,Cupang,Muntinlupa,3500,1,1,25
663,Studio Condo Apartment for Rent in Alabang near Northgate Filinvest,Apartment,Cupang,Muntinlupa,8500,1,1,25
664,Studio Condo Apartment for Rent in Alabang near Northgate Filinvest,Apartment,Cupang,Muntinlupa,8500,1,1,25
665,Cozy Bedspace for male working professionals in Alabang,Bedspace,Sucat,Muntinlupa,3300,1,1,26
666,1 bedroom villa/apartment for Rent,Apartment,Putatan,Muntinlupa,15000,1,1,26
667,1 bedroom villa/apartment for Rent,Apartment,Putatan,Muntinlupa,15000,1,1,26
668,Units of 1 Bedroom Apartments Available For Rent,Apartment,Alabang,Muntinlupa,15000,1,1,34
669,"Apartment For Rent 1 BR ""45 sqm."" L&B Compound Alabang Muntinlupa City",Apartment,Alabang,Muntinlupa,10000,1,1,45
670,"Free Dormitory in Alabang, near Northgate & ATC",Dormitory,Ayala Alabang,Muntinlupa,5300,1,1,0
671,"Condo Sharing at Studio City Tower 2, Muntinlupa",Apartment,Alabang,Muntinlupa,2100,1,1,0
672,Fully Furnished Apartment in Alabang with Free WIFI for Rent,Apartment,Alabang,Muntinlupa,8000,1,1,0
673,Condo Bedspace,Bedspace,Sucat,Muntinlupa,3000,1,1,0
674,Bedspace for rent at Alabang,Bedspace,Alabang,Muntinlupa,1700,1,1,0
675,Condo Style Aparment for rent,Condo,Tunasan,Muntinlupa,8500,2,1,35
676,Bare Apartment for rent,Apartment,Tunasan,Muntinlupa,8500,2,1,40
677,"2 Bedroom apartment for rent in Pamana Residences, Cupang, Muntinlupa",Apartment,Cupang,Muntinlupa,28000,2,1,80
678,Unfurnished Condo 1- Bedroom Apartment for Rent in Alabang,Apartment,Alabang,Muntinlupa,25000,1,2,75
679,Female Bedspace for Rent in Alabang,Bedspace,Alabang,Muntinlupa,2500,4,2,0
680,Rent Dorm Dormitory Boarding House Bedspace near SM Muntinlupa Lyceum of Alabang,Bedspace,Tunasan,Muntinlupa,1700,2,3,0
681,Lady Bedspace for Rent near Sucat Interchange & Northgate Alabang,Bedspace,Sucat,Muntinlupa,3300,5,3,50
683,"For Rent Bedspace Boarding House at Putatan, Muntinlupa",Bedspace,Putatan,Muntinlupa,1300,10,4,500
684,"For Rent Bedspace Boarding House at Putatan, Muntinlupa",Bedspace,Putatan,Muntinlupa,1300,10,4,500
685,"22 Bedroom Apartment for rent in Tunasan, Metro Manila",Apartment,Tunasan,Muntinlupa,1700,22,8,240
686,"Male Bedspace for rent in Alabang, Muntinlupa",Bedspace,Alabang,Muntinlupa,2100,1,0,0
687,Apartment 10 with 2 Bedrooms,Apartment,Bayanan,Muntinlupa,7500,2,0,0
688,"2 bedroom Apartment unit for rent in North Bay Blvd. South,Navotas, Metro Manila",Apartment,North Bay Blvd.  South,Navotas,6000,2,1,40
689,Rustic Designed Fully Furnished Studio Type Loft Room - 5 min away from LRT EDSA,Room,Ventanilla,Pasay,9000,1,1,12
690,For Rent: One Bed Room apartment near the airport,Apartment,Don Carlos Village,Pasay,13000,1,1,12
691,"Studio Room for Rent near the Airport, Don Carlos Village, Pasay City",Room,Don Carlos Village,Pasay,9000,1,1,15
692,Loftify Apartment for Rent in Pasay City,Apartment,Bay City,Pasay,9999,1,1,18
693,Apartment for Rent CondoStyle in Pasay City near MRT LRT,Apartment,Ventanilla,Pasay,6500,1,1,20
694,"Studio Type Apartment in San Rafael, Pasay",Apartment,San Rafael,Pasay,6100,1,1,20
695,"Studio Type Apartment in San Rafael, Pasay",Apartment,San Rafael,Pasay,6100,1,1,20
696,"Studio Condo Room for Rent near Makati, Pasay",Room,San Rafael,Pasay,20000,1,1,22
697,"Bare Studio-Type Room For Rent (1-2 pax) - BG Residences 2 - 10,500PHP, Pasay",Room,Villamor Air Base,Pasay,10500,1,1,22
698,For Rent: Newly Renovated 1 Bedroom Unit in Zamora Pasay,Room,Malibay,Pasay,10000,1,1,23
699,For Rent 1BR Apartment Along Taft Ave. across Cartimar Pasay City,Apartment,Tramo,Pasay,12000,1,1,23
700,Newly Renovated 1 Bedroom Unit in Pasay,Room,Libertad,Pasay,10000,1,1,23
701,Bedspace for Female in Pasay,Bedspace,Pasay Rotonda,Pasay,3600,1,1,24
702,"3-Bed Dormitory Room for Rent, Pasay City",Room,M. Dela Cruz,Pasay,3699,1,1,24
703,Bedspace for female,Bedspace,Pasay Rotonda,Pasay,3150,1,1,25
704,Room for rent 10k in Pasay City near NAIA,Room,Villamor Air Base,Pasay,10000,1,1,28
705,For Rent Studio Apartment unit at Pasay City [No Parking Space],Apartment,Tramo,Pasay,9000,1,1,28
706,"For rent Bedspace for Male w/ Free WiFi and Netflix in Malibay, Pasay",Bedspace,Malibay,Pasay,3500,1,1,40
707,Very Large Convenient 45sqm Studio in Pasay City for rent,Apartment,Malibay,Pasay,14000,1,1,45
708,Room for rent along Taft Ave.Pasay City,Room,San Rafael,Pasay,5200,1,1,0
709,For Rent Studio Apartment Unit in Pasay (near MRT LRT EDSA),Apartment,San Roque,Pasay,9000,1,1,0
710,For Rent: Room (Female only) in Villamor Pasay,Room,Villamor Air Base,Pasay,12000,1,1,0
711,"Flood-free area Studio Apartment for rent near Makati, Pasay, Metro Manila",Apartment,Libertad,Pasay,8500,1,1,0
713,Two Bedroom Apartment for Rent in Pasay City near Metro-Point station,Apartment,San Roque,Pasay,15000,2,1,38
714,For Rent Two Bedroom apartment near Metro-point Pasay City,Apartment,San Roque,Pasay,15000,2,1,38
715,Two bedroom apartment near Metro point Station Pasay City for rent,Apartment,San Roque,Pasay,15000,2,1,38
716,Two Bedroom Apartment For Rent near Metropoint Station Pasay,Apartment,San Roque,Pasay,15000,2,1,38
717,For Rent Two Bedroom Apartment in Pasay Accessible TO MRT & LRT,Apartment,San Roque,Pasay,15000,2,1,38
718,Two Bedroom Apartment For Rent in Pasay City near Metro Point Station,Apartment,San Roque,Pasay,15000,2,1,38
719,Two Bedroom Apartment For Rent in Pasay City near Metro Point Station,Apartment,San Roque,Pasay,15000,2,1,38
720,"Two Bedroom Apartment for rent near Metro-Point Station, Pasay",Apartment,San Roque,Pasay,15000,2,1,38
721,"Two Bedroom Apartment for rent near Metro-Point Station, Pasay",Apartment,San Roque,Pasay,15000,2,1,38
722,"2 -Bedroom Apartment For Rent, 351 E.Rivera St. Santa Clara",Apartment,Santa Clara,Pasay,17000,2,1,54
723,Bedspace near Pasay Taft Rotonda - Ladies only,Bedspace,Pasay Rotonda,Pasay,2700,2,1,0
724,Female Professionals in need of Bedspace free wifi,Bedspace,Edang,Pasay,2300,2,1,0
725,Room for Rent Pasay City / Buendia Call us Now!,Room,San Isidro,Pasay,6000,2,1,0
726,"Lady bedspace for Rent in 43 sampaloc street, Pildera II, Pasay City",Bedspace,Pildera II,Pasay,2100,3,1,30
727,"Room for Rent for Ladies only in NAIA Terminal 3, Pasay City",Room,Maricaban,Pasay,2800,1,2,7
728,"Male and Female Bedspacer near Mall of Asia, Makati Dfa, Manila",Bedspace,F.B Harisson,Pasay,2200,4,2,60
730,Ladies Bedspace with Free WIFI,Bedspace,Edang,Pasay,2300,4,6,50
738,Room for Rent for Ladies Only,Room,Juan Sumulong,Pasay,5000,1,0,0
739,New rooms for rent near domestic airport (Terminal 4),Room,Don Carlos Village,Pasay,8000,6,0,0
742,"Bedroom For Rent For Females Only at Flexihomes, Rosario, Pasig City",Room,Rosario,Pasig,3000,1,1,5
743,room for rent 6sqm in pasig brgy rosario,Room,Rosario,Pasig,5000,1,1,6
744,"Studio unit for rent at Rosario, Pasig City (Free Fiber Fast WiFi) Unit 503",Apartment,Rosario,Pasig,6200,1,1,10
745,"Studio unit for rent at Rosario, Pasig City (with Fast WiFi) Unit 506",Apartment,Rosario,Pasig,6500,1,1,10
746,"Studio unit for rent at Rosario, Pasig City (free Fiber fast WiFi) Unit 202",Apartment,Rosario,Pasig,5800,1,1,10
747,"Studio unit for rent at Rosario, Pasig City (free Fiber fast WiFi) Unit 505",Apartment,Rosario,Pasig,6500,1,1,10
748,Room Studio Type For Rent,Room,Manggahan,Pasig,5000,1,1,13
749,Studio in Karangalan Village Pasig for rent,Apartment,Manggahan,Pasig,6000,1,1,14
750,"For Rent Studio Type at St. Joseph Subdivision, Pasig City",Apartment,Santa Lucia,Pasig,5000,1,1,15
751,"1 bedroom Apartment for rent in Bagong Ilog, Pasig, Metro Manila",Apartment,Bagong Ilog,Pasig,6000,1,1,15
752,Room or Studio for rent in Greenpark Pasig nr Eastwood Libis Quezon City Ortigas,Room,Manggahan,Pasig,6500,1,1,16
753,"Brand New Studio-Type Apartment Unit (Room for Rent) at Maybunga, Pasig City",Apartment,Pinagbuhatan,Pasig,6000,1,1,17
754,Studio Type Apartment for rent,Apartment,Caniogan,Pasig,6500,1,1,20
755,Room for rent Pinagbuhatan Pasig,Room,Pinagbuhatan,Pasig,4000,1,1,20
756,room for rent pingabuhatan pasig,Room,Pinagbuhatan,Pasig,2500,1,1,20
757,Room For Rent Studio Type De Castro Brgy. Sta Lucia Pasig City,Room,Santa Lucia,Pasig,7000,1,1,20
758,"Studio Apartment unit for rent in Ciudad Grande2, Ortigas CBD, Pasig",Apartment,Ortigas CBD,Pasig,9000,1,1,20
759,"Newly-painted Studio Type for Rent near Arcovia Pasig  PHP 7,000",Apartment,Ugong,Pasig,7000,1,1,20
760,Studio unit in Kapitolyo Pasig For Rent,Apartment,Kapitolyo,Pasig,11000,1,1,21
761,"Apartment Unit for Rent at Sagad, Pasig City",Apartment,Sagad,Pasig,8500,1,1,22
762,"Studio Apartment for Rent in Pasig, San Miguel, Employees Village for 5K a month",Apartment,San Miguel,Pasig,5000,1,1,22
763,Condo Unit For Rent at Amaia Steps Pasig,Condo,San Miguel,Pasig,4000,1,1,23
764,"Condo Sharing (Upper Bed) - The Pearl Place, Ortigas Center, Pasig City",Condo,San Antonio,Pasig,10000,1,1,24
765,Shine Residences For Rent Condo Sharing,Condo,Ugong,Pasig,5000,1,1,24
766,"Condo Sharing (Lower Bed) - The Pearl Place, Ortigas Center, Pasig City",Condo,San Antonio,Pasig,10000,1,1,24
767,Condo Sharing at The Pearl Place 1 Bed Available (MALE ONLY),Condo,San Antonio,Pasig,8000,1,1,24
768,"One Bedroom Apartment for Rent in Caniogan, Pasig, Metro Manila",Apartment,Caniogan,Pasig,9700,1,1,25
769,Studio Apartment for Rent - Caniogan Pasig City,Apartment,Caniogan,Pasig,6500,1,1,25
770,1 Bedroom Apartment,Apartment,Rosario,Pasig,8600,1,1,26
771,Apartment near Kapitolyo High,Apartment,Pineda,Pasig,10000,1,1,27
772,Bed Space for Rent in Condominium Unit near Robinson Forum Mall,Condo,Kapitolyo,Pasig,5600,1,1,30
773,"apartment for rent 28 east mendoza st., buting pasig city",Apartment,Buting,Pasig,7000,1,1,30
774,bedspace for ladies wfh set up ok,Bedspace,Manggahan,Pasig,3000,1,1,30
775,1 Bed Room - 31 sq. m. in JDPM CORBELL PLACE for rent,Room,San Antonio,Pasig,16000,1,1,31
776,Apartment for rent in Manggahan Pasig,Apartment,Manggahan,Pasig,8000,1,1,35
778,Bedspace in a Condo Room Sharing All In/Fully Furnished,Bedspace,Manggahan,Pasig,4500,1,1,48
779,Studio type Room sharing Female Only,Room,Rosario,Pasig,2500,1,1,0
780,4 Bed Deluxe Co-Living Room For Rent near Bridgetowne IPI in Pasig,Room,Rosario,Pasig,3750,1,1,0
781,"Lady Bedspace at Mayfield Park Residences for Rent, Pasig",Bedspace,Rosario,Pasig,2100,1,1,0
782,Studio apartment in 1521 F.Manalo St.Bambang Pasig City,Apartment,Bambang,Pasig,8000,1,1,0
783,1 Bedroom Space For Rent in Pasig City (Female Only),Room,Maybunga,Pasig,5000,1,1,0
784,1 Bedroom Apartment for rent in Manggahan Pasig,Apartment,Manggahan,Pasig,7500,1,1,0
785,8 Bed Co-Living Room For Rent near Bridgetowne IPI in Pasig,Room,Rosario,Pasig,2450,1,1,0
786,Micro Studio Double For Rent near Bridgetowne IPI in Pasig,Apartment,Rosario,Pasig,8000,1,1,0
787,Male Bedspace in Pasig,Bedspace,San Nicolas,Pasig,2800,1,1,0
788,Micro Studio 2 Single near Bridgetowne IPI in Pasig,Apartment,Rosario,Pasig,8000,1,1,0
789,For Rent Corporate Staff House in Pasig City,House,Rosario,Pasig,15400,1,1,0
790,6 Bed Standard Room For Rent near Bridgetowne IPI in Pasig,Room,Rosario,Pasig,2750,1,1,0
791,"Studio Room rent in Kapitolyo, Pasig City",Room,Kapitolyo,Pasig,8000,1,1,0
792,"Room for Rent in Maybunga, Pasig City, Metro Manila",Room,Maybunga,Pasig,3800,1,1,0
793,"Bedspace for Females (Upper Bed) in Ortigas CBD, Pasig",Bedspace,Ortigas CBD,Pasig,5000,1,1,0
794,"Female Bedspace in Catalina Subdivision for Rent, Pasig",Bedspace,Rosario,Pasig,2100,1,1,0
795,"K1 Teresita Room for Rent in Kapitolyo, Pasig",Room,Kapitolyo,Pasig,8500,1,1,0
796,"Condo Sharing at Sorrento Oasis, Caniogan, Pasig City",Condo,Rosario,Pasig,2100,2,1,30
797,Condo Sharing - Female Tenant - Cambridge Village,Condo,Cambridge Village,Pasig,4500,2,1,30
798,For Lease 2 Bedroom Apartment In Kapitolyo Pasig,Apartment,Kapitolyo,Pasig,28000,2,1,40
799,Bed Space for Rent at Sheridan South Tower,Bedspace,Kapitolyo,Pasig,5300,2,1,40
800,For Rent 2 bedroom Unit at Kapitolyo Pasig,Room,Kapitolyo,Pasig,30000,2,1,40
801,2BR Apartment w parking in Greenpark Pasig nr Eastwood C5 Quezon City or Ortigas,Apartment,Manggahan,Pasig,18500,2,1,50
802,Bedspace for Female in Cambridge Village/Condo near Ortigas Ave,Bedspace,Cambridge Village,Pasig,3500,2,1,50
803,"Open for viewing everyday 8AM-5PM: 2BR Flat in San Joaquin, Pasig",Flat,San Joaquin,Pasig,12000,2,1,0
804,Kapitolyo Room for Rent for Ladies,Room,Kapitolyo,Pasig,5500,1,2,0
805,Bedspacer @ The Pearl Place Condo Pasig City Ortigas Center CBD area,Bedspace,San Antonio,Pasig,7950,2,2,48
806,Bedspacer @ The Pearl Place Condo Pasig City Ortigas Center CBD area,Bedspace,San Antonio,Pasig,7950,2,2,48
807,For Rent Condo Sharing (Bedspacers) for Females in Ortigas Center in Pasig,Bedspace,San Antonio,Pasig,4500,2,2,60
808,"Ortigas Condo share (bedspace), a place like Home",Bedspace,Ortigas CBD,Pasig,5000,2,2,90
809,Ortigas Bedspace Condoshare Dorm Condosharing Apartment Room Rent Condo share,Apartment,Ortigas CBD,Pasig,3500,2,2,100
813,Room for rent at Villa Cuana Phase 1,Room,Pinagbuhatan,Pasig,2500,4,2,25
814,Bedspace Ortigas Pasig for Rent Dorm Boaring house bed spacer near Mandaluyong,Bedspace,San Antonio,Pasig,3700,4,2,160
815,"For Rent New Bedspace for as low as 3,600 in Kapitolyo Pasig City",Bedspace,Kapitolyo,Pasig,3600,8,4,0
816,"Cozy ROOMS and BEDSPACES for LADIES Available for Rent in Ugong, Pasig",Bedspace,Ugong,Pasig,2150,8,5,0
817,Bedspace/Room for Rent Ladies Only in Ugong Pasig City,Bedspace,Ugong,Pasig,2150,8,5,0
818,"For Lease Rooms in  K1 Kapitolyo, Pasig City",Room,Kapitolyo,Pasig,8500,15,7,0
819,Ladies Dorm Bedspace Ortigas Galleria Shaw Tiendesitas Eastwood Pasig,Bedspace,Rosario,Pasig,2100,15,11,350
821,6 pax New Dormitory Bedspace in Pasig City near BGC Ortigas,Bedspace,Bagong Ilog,Pasig,3400,1,27,440
822,6 pax New Dormitory Bedspace in Pasig City near BGC Ortigas,Bedspace,Bagong Ilog,Pasig,3400,1,27,440
823,"2 pax New Dormitory Bedspace in Pasig City near BGC, Ortigas",Bedspace,Bagong Ilog,Pasig,6000,1,38,0
824,"4 pax New Dormitory Bedspace in Pasig City near BDC, ortigas",Bedspace,Bagong Ilog,Pasig,4500,1,38,0
825,For Rent Studio Type in Pasig - 22 sq. m.,Apartment,San Antonio,Pasig,11000,1,0,22
826,1 Bed Room Apartment for rent in pasig - 25 sq. m.,Apartment,San Antonio,Pasig,13500,1,0,25
827,"Exclusive Bedspace Unit for Ladies in Pasig, Maybunga - Unit 32",Bedspace,Maybunga,Pasig,2500,1,0,0
828,Bedspace for GIRLS only! 2900 all IN per month. Pasig - Ortigas,Bedspace,Pineda,Pasig,2900,1,0,0
829,"Studio For Rent at Pasig, Metro Manila",Apartment,Ortigas CBD,Pasig,4000,1,0,0
832,"New 1BR apartment units for rent (near BGC, Ortigas, and Makati)",Apartment,Santo Rosario-Kanluran,Pateros,9500,1,1,25
833,"Ladies Bedspace for rent in Central, Quezon City, Metro Manila",Bedspace,Central,Quezon City,2000,1,1,4
834,Capsule Room for Rent Budget Bedspace With Privacy in Quezon City near Sm North,Bedspace,Veterans Village,Quezon City,2000,1,1,5
835,Capsule Room for Rent Budget Bedspace With Privacy in Quezon City near Sm North,Bedspace,Veterans Village,Quezon City,2000,1,1,5
836,"QC Room for Rent near GMA7, Timog, East Ave., V Luna and West Kamias",Room,Pinyahan,Quezon City,6000,1,1,9
837,"3,500 - Studio Type Room for Two for rent",Room,Batasan Hills,Quezon City,3500,1,1,10
838,"Room for Ladies Only at Bahay Toro, Quezon City",Room,Bahay Toro,Quezon City,8500,1,1,10
839,Room for rent in Quezon City,Room,Tandang Sora,Quezon City,5000,1,1,12
840,"Room for Rent in West Kamias, Quezon City",Room,West Kamias,Quezon City,4000,1,1,12
841,1 room for rent,Room,Veterans Village,Quezon City,5000,1,1,12
842,Room for rent near Banawe & Cordillera St.(E. Rod. side),Room,Aurora,Quezon City,5000,1,1,12
